大陆央视,#genre#
浙江衛視,p6p://142.54.189.230:2215/30177d65cb96469facc326e017f200ef.ts
江西衛視,p6p://142.54.189.230:2215/7774655f568644eea01df4df6a35f6ed.ts
山東衛視,p6p://142.54.189.230:2215/c06edf55a5a849748255b1ffc27c9360.ts
東南衛視,p6p://142.54.189.230:2215/cb46d9af6b0a4c508fd87014dfc0cf98.ts
湖北衛視,p6p://142.54.189.230:2215/d809f753c9504bdaa5585928325526ae.ts
湖南衛視,p6p://142.54.189.230:2215/e7b10521355e4812aec23582ff274f49.ts
深圳衛視,p6p://142.54.189.230:2215/1ceb6145df7a495ba442112fe5177067.ts
廣東衛視,p6p://142.54.189.230:2215/3b6fc36cb11a4677ba641c60bdbace69.ts
廣西衛視,p6p://142.54.189.230:2215/9cd20e63481244818b3d698c5b4d032d.ts
重慶衛視,p6p://142.54.189.230:2215/d8aad4a8c5dc48678ed04176bdf9d952.ts
雲南衛視,p6p://142.54.189.230:2215/17e77eb2db4c48b8b323ffd013481028.ts
星空衛視,p6p://142.54.189.230:2215/d620ab7e340d45bf9882f6bf7e359ddf.ts
廣東南方衛視,p6p://142.54.189.230:2215/1706fcf1b5454ffaaa97a419f36ba275.ts
珠江台,p6p://142.54.189.230:2215/78607ce356b14406bc71998a6e9d6cda.ts
金鷹卡通,p6p://142.54.189.230:2215/ac0a589a208140c38ee37092e93896be.ts
魅力足球,p6p://142.54.189.230:2215/8da72be8840f4ad0a1bd1f4e3f9828e3.ts
新視覺,p6p://142.54.189.230:2215/f5933ac68d9245eea42724cb05665fe4.ts
廣東體育,p6p://142.54.189.230:2215/e95b77665b2f453489287b958acbcf8c.ts
CCTV16,p6p://142.54.189.230:2215/5841ae8dcf4b4c65a4e7ea619d505661.ts
廣東影院,p6p://142.54.189.230:2215/f60ea64b3ab14bb6862e5127d5280a9f.ts
港　澳,#genre#
鳳凰電影台,p6p://142.54.189.230:2215/1e3c1afc66774d3fbfe7650785e194c3.ts
鳳凰香港台,p6p://142.54.189.230:2215/271e5aaaa5f246a3954febc2e24715b9.ts
鳳凰中文台,p6p://142.54.189.230:2215/9c66666a348748129322f31ca2cd6c48.ts
鳳凰資訊台,p6p://142.54.189.230:2215/3c563d0a48ef4332af215b3e31acda38.ts
﻿翡翠台(備),p6p://142.54.189.230:2215/61ab74d2000c56d914e7a7702f0c341f.ts
翡翠台,p6p://142.54.189.230:2215/46af70e8eb97453184dec09a53b16b16.ts
明珠台,p6p://142.54.189.230:2215/4c897389b9f0425cb08019c8b67fb1af.ts
TVB經典台,p6p://142.54.189.230:2215/eb178583d6f24dd0ae6911dea09bec75.ts
TVB星河(粵),p6p://142.54.189.230:2215/48f13a391b364329984472c4f94a8ae3.ts
TVB娛樂新聞台,p6p://142.54.189.230:2215/f1724adf13d84b4392d2682041cbdcd7.ts
功夫台,p6p://142.54.189.230:2215/72af79647c904298972a741a2f896f33.ts
J2,p6p://142.54.189.230:2215/fc1330e28d7a4f608529577fc9d29feb.ts
無綫財經·資訊台,p6p://142.54.189.230:2215/af9bffe3ca304d80ba521e02674aaafd.ts
無綫新聞台(備),p6p://142.54.189.230:2215/e23b4b1c159f48b99fe6d1b515e4fe03.ts
無綫新聞台,p6p://142.54.189.230:2215/44ebc38b76fd45228616e077fe9078ea.ts
18台,p6p://142.54.189.230:2215/dc3a1dec38d54c718159a501af17cc19.ts
Hands Up,p6p://142.54.189.230:2215/a5cffaa5288e477ca0bddcbc26b338dd.ts
HKC 18,p6p://142.54.189.230:2215/e98631a358d448f48a73c7248898b421.ts
HKC Sports Plus 1,p6p://142.54.189.230:2215/ee600f1ef4d540f4916808aee74c845d.ts
HKC電影台,p6p://142.54.189.230:2215/c2a0e30646ea4ab4abf25454bd27c723.ts
HKC体育台,p6p://142.54.189.230:2215/49409b73d6a54b968bdcc408e2ae5d83.ts
HKC直播新聞台,p6p://142.54.189.230:2215/a2eeb4461f0b4a8b94657560ee5f4890.ts
HKC綜合娛樂台,p6p://142.54.189.230:2215/e6e27c4aea284c8ba3ccab617ef2bbe6.ts
有线财经资讯台,p6p://142.54.189.230:2215/a0a0e1f2e06640708d7cc57b2bf016f9.ts
有线新闻台,p6p://142.54.189.230:2215/41a80a6c4fe742f196925c5429c4754d.ts
香港有线603,p6p://142.54.189.230:2215/3775fc4ed6cf45529252b3b4825bd1c6.ts
粵語片台,p6p://142.54.189.230:2215/81b4934819b64c5594e90ed1458fec8b.ts
直播台,p6p://142.54.189.230:2215/6b432fdb02f24d0f93b39a5979a0aa05.ts
ViuTV,p6p://142.54.189.230:2215/8c3a3767682e4585b7d5f890de0e3caa.ts
ViuTVsix,p6p://142.54.189.230:2215/545f1d004fe146ce84704b3d11ae9ff3.ts
now新聞台,p6p://142.54.189.230:2215/b4eec646d04f4c1ebc64899c744a144b.ts
now直播台,p6p://142.54.189.230:2215/ceb31453df7f450392c047108e9dd33c.ts
港台电视31,p6p://142.54.189.230:2215/07c11dd23a934d959f70577414486878.ts
港台電視32,p6p://142.54.189.230:2215/18f20d705f714d9a98ce4d9f075cbf1c.ts
爆谷台,p6p://142.54.189.230:2215/a064d8afc17a41e0a1fcefc450ebcedf.ts
爆谷星影台,p6p://142.54.189.230:2215/bea851aaac474654946ee4ead74e2e6f.ts
Thrill,p6p://142.54.189.230:2215/c85409c11ff645e1b51acfb867888fb9.ts
香港開電視,p6p://142.54.189.230:2215/06eecd32b5ff4c2a90f5a539bf7c94c4.ts
美亞電影台(粵語),p6p://142.54.189.230:2215/f7dabbaf596d415ab7a378a79ff95da9.ts
亞洲劇台,p6p://142.54.189.230:2215/50a408d17f7e4c3e9f01c3c06842de41.ts
陽光衛視,p6p://142.54.189.230:2215/83aa0058b9de45529f5c00d85484fcb2.ts
星空衛視,p6p://142.54.189.230:2215/d620ab7e340d45bf9882f6bf7e359ddf.ts
澳門-MACAU,p6p://142.54.189.230:2215/11154e8c213541d48fa520210a980f8a.ts
澳門蓮花,p6p://142.54.189.230:2215/67809e8ce5194a73b581a1730d217854.ts

台　湾,#genre#
TVBS,p6p://142.54.189.230:2215/a9063003a2a747358efbe3c17caa6cd4.ts
TVBS歡樂台,p6p://142.54.189.230:2215/9ac566fa58ef477f8d477a740b2c6ef8.ts
TVBS精采台,p6p://142.54.189.230:2215/acefb9f1c8004682bf8ceeac6db487be.ts
TVBS新聞台,p6p://142.54.189.230:2215/279e9ce4943f4d9d896dabd204ce3f88.ts
中天新聞台,p6p://142.54.189.230:2215/e95839a4221f4f5aa977848cb54bbf47.ts
中天娛樂台,p6p://142.54.189.230:2215/6e10fc76a1fd49d98257d25575526274.ts
中天綜合台,p6p://142.54.189.230:2215/a2576cd8135b419a98d6ed33877a3503.ts
中視(備),p6p://142.54.189.230:2215/e4aa6f73be4e4114941b358933a752ec.ts
中視,p6p://142.54.189.230:2215/acfd07c04b2d4dd68ec516b60364e259.ts
中視菁采台,p6p://142.54.189.230:2215/081c98c9b6494d3db8dc3fc58f2549dd.ts
中視經典台,p6p://142.54.189.230:2215/f8468a3dde174deaa5e25ba3a8a50782.ts
中視新聞台,p6p://142.54.189.230:2215/159baefe65b048c8b19597626b66ebeb.ts
民視(備),p6p://142.54.189.230:2215/61945a2515b94e049be92ba38613ad67.ts
民視,p6p://142.54.189.230:2215/11c4d2233f39422598544af6e2d8ab21.ts
民視第一台,p6p://142.54.189.230:2215/7fb150ca76234c4792e242f11c0a1eb2.ts
民視台灣台,p6p://142.54.189.230:2215/5459ae7e9a37440685ca84a089304ce8.ts
民視新聞台,p6p://142.54.189.230:2215/b7bf0f6b220e413a9c528fcb3f7ff0ea.ts
台視(備),p6p://142.54.189.230:2215/4a1d1d7eaf4640e691e3c4160a164807.ts
台視,p6p://142.54.189.230:2215/191b915e0e334d418a3763cfbd544156.ts
台視財經台,p6p://142.54.189.230:2215/f58090bbae4c41bf83eaba6a4e28a656.ts
台視新聞台,p6p://142.54.189.230:2215/c7be70432aac4c6fb85a9da31bc7d78e.ts
華視(備),p6p://142.54.189.230:2215/f1b8ba02c76c4acc9c54d296d404ea6b.ts
華視,p6p://142.54.189.230:2215/da0f9125bff04af1aa2bcba6da5d5c3d.ts
華視新聞,p6p://142.54.189.230:2215/f4e273cb41d84ed09b2ea2023e61bf13.ts
公視(備),p6p://142.54.189.230:2215/282beaa9b1924de0bb79caa660dc567c.ts
公視,p6p://142.54.189.230:2215/202b1b2ab7d747e5a425633e73eea4c5.ts
公視3台,p6p://142.54.189.230:2215/7236dc7bfe7f42f289e24a1d802326f4.ts
公視台語台,p6p://142.54.189.230:2215/3c6b0fe99be645e798f64a697e4fb525.ts
東森財經新聞台,p6p://142.54.189.230:2215/6142b87c3bda48caa3a6b9f1db704e97.ts
東森電影台,p6p://142.54.189.230:2215/fcb2349e9add4546949e252dab867cdf.ts
東森戲劇台,p6p://142.54.189.230:2215/9f3db7312edb4619be8d4c331e485bd0.ts
東森新聞台(備),p6p://142.54.189.230:2215/7c545012cea54fdd8acae0c24555f9bf.ts
東森新聞台,p6p://142.54.189.230:2215/0fe69ec2865c4f4ca559f100318dd982.ts
東森洋片台,p6p://142.54.189.230:2215/ecc2509783204bc5b1a3eb8e0485afa9.ts
東森YOYO台,p6p://142.54.189.230:2215/4deafe72d1d441ae81b980041125468a.ts
東森綜合台,p6p://142.54.189.230:2215/4de0b1165d9a4ec381c98819a16900f8.ts
靖天電影台,p6p://142.54.189.230:2215/5473747fa3474778a974d7f4e3850089.ts
靖天卡通台,p6p://142.54.189.230:2215/08dbff5b7f5d418db4678320132527b9.ts
靖天日本台,p6p://142.54.189.230:2215/0382799a2fab4db68920c97cad5edae6.ts
靖天戲劇台,p6p://142.54.189.230:2215/e711edc6606548719df82eccc9f49751.ts
靖天映畫,p6p://142.54.189.230:2215/31a3301cbd1345109a8f4a31d28d5a66.ts
靖天育樂台,p6p://142.54.189.230:2215/7f5a9adb07cf4075a08c030d753c0f6b.ts
靖天資訊台,p6p://142.54.189.230:2215/b4d5462d4b0e4741b7d59fd4138a47e9.ts
靖天綜合台,p6p://142.54.189.230:2215/99af7871f5404515af0641d77d628cfd.ts
靖洋卡通Nice Bingo,p6p://142.54.189.230:2215/48c709d097954f2f9d1a87fcc235caea.ts
八大第一台,p6p://142.54.189.230:2215/7188a47ce18e40099526535f0f4a675d.ts
八大戲劇台,p6p://142.54.189.230:2215/a671b3c57b854120b7d3aecb5b32c206.ts
八大優頻道,p6p://142.54.189.230:2215/75bcfc56e1524eb1bf14cac842ff3069.ts
八大娛樂台,p6p://142.54.189.230:2215/5733a9692b3249d1a6ecc33a0d839fac.ts
八大綜合台,p6p://142.54.189.230:2215/2b20ce0221b1441a9476d2255f61bee5.ts
EVE,p6p://142.54.189.230:2215/a6df9353456d4e8284958c200a72b992.ts
EYE TV旅遊台,p6p://142.54.189.230:2215/8e3a3eafd8fe41c8a5a14c10cc68ad5c.ts
EYE TV戲劇台,p6p://142.54.189.230:2215/435f105c9fb44042b94eee04c3a9dab1.ts
三立iNEWS,p6p://142.54.189.230:2215/fafdc74d98d1413f9103d354f5b90917.ts
三立都會台,p6p://142.54.189.230:2215/2c1fcec87cbe471bae8c9058e46d9f84.ts
三立台灣台(備),p6p://142.54.189.230:2215/b442c594d1264174b5e73b16ece27d6c.ts
三立台灣台,p6p://142.54.189.230:2215/945ffc9151a64c11bb432df7bf16545b.ts
三立戲劇台,p6p://142.54.189.230:2215/e51c0b368c6f45c391f7d47119424080.ts
三立新聞台,p6p://142.54.189.230:2215/e0d8a1f5f2d44f93bcef2eec7a771850.ts
三立綜合台,p6p://142.54.189.230:2215/6efcab00bf61498a8646264740c65360.ts
緯來電影台,p6p://142.54.189.230:2215/9d211e601228454690948fe19d402b2c.ts
緯來精采,p6p://142.54.189.230:2215/d55c11e054bf4d9a89f24bc08b1256bd.ts
緯來日本,p6p://142.54.189.230:2215/24aba347ece8494bb57498f6a0323275.ts
緯來體育台,p6p://142.54.189.230:2215/29d9d50d205449ed8b5e5fe960466d3c.ts
緯來戲劇台,p6p://142.54.189.230:2215/46848fb9593347a3bd4e648c3984b4be.ts
緯來育樂台,p6p://142.54.189.230:2215/1cf5d78e54104e71b99bc94c9c571042.ts
緯來綜合台,p6p://142.54.189.230:2215/072244a15ef74958bddbe9731da2d872.ts
寰宇新聞台,p6p://142.54.189.230:2215/bf653a209c6a4481b48c1a8730393507.ts
寰宇新聞台灣台,p6p://142.54.189.230:2215/0b31c823cd2645a5bc254fb3e6e65ae9.ts
非凡商業台,p6p://142.54.189.230:2215/4e8be2ed2cda4b918e7165faff00afcd.ts
非凡新聞台,p6p://142.54.189.230:2215/0a5140c765154ab580d92768b447519b.ts
壹電視新聞台,p6p://142.54.189.230:2215/1217d4fa03ea43f3910f4361da712da8.ts
壹電視綜合,p6p://142.54.189.230:2215/86b154e6cb97489e889bf3a690c4d6f1.ts
超視,p6p://142.54.189.230:2215/9ef08347f54447b28d71969ee386b38c.ts
高點綜合台,p6p://142.54.189.230:2215/f90afd040ed649c9837bc14d752d2e68.ts
國興衛視,p6p://142.54.189.230:2215/b0c8544c97464cc5bfbcf3067fc09bfc.ts
韓國娛樂台,p6p://142.54.189.230:2215/9cff80ac083a4105b379818c2343c51b.ts
靖洋戲劇台,p6p://142.54.189.230:2215/895f01362647463e91848baf9157a227.ts
年代新聞,p6p://142.54.189.230:2215/2c82d9fe9b564e5dab9010d5b57557c2.ts
霹靂台灣台,p6p://142.54.189.230:2215/3527fc960749422697dcb6eef6c70777.ts
衛視中文台,p6p://142.54.189.230:2215/9c988a7f625f4829b55aa344718bd2ac.ts
星衛娛樂台,p6p://142.54.189.230:2215/155e51a1838a41c99656f0b1b5c6ae8e.ts
國會頻道1,p6p://142.54.189.230:2215/da2654e7e0db482cb913ea6220cfea19.ts
國會頻道2,p6p://142.54.189.230:2215/c338635bdcb64f77a31b7a35ac86e964.ts

马来西亚,#genre#
Astro小太陽,p6p://142.54.189.230:2215/46f694adc42e472d9b1f9c672e9e1478.ts
Astro雙星,p6p://142.54.189.230:2215/94481d4a836a48338fab40a11900fb33.ts
Astro全佳,p6p://142.54.189.230:2215/65848cf4897c4a72bf99ba49b363b6cf.ts
Astro歡喜台,p6p://142.54.189.230:2215/0b39963f111d46a68408d793bd794681.ts
Astro歡喜台(備),p6p://142.54.189.230:2215/1846067d97ae45bd8530229b4b013539.ts
Astro Warna HD,p6p://142.54.189.230:2215/01e6fb2efbb049ce9eaba2652a435472.ts
Astro Vinmeen,p6p://142.54.189.230:2215/ec7021396c12411fbc21a341eec0e60e.ts
Astro Vaanavil,p6p://142.54.189.230:2215/f98e353a80ab4852a92c5c1b86834e98.ts
Astro Tutor TV SPM,p6p://142.54.189.230:2215/a238627b878a48acac8f5f494eae7aa9.ts
Astro Tutor TV SK,p6p://142.54.189.230:2215/49fa1d7b16aa4590a7e4313bea9b9063.ts
Astro Ria HD,p6p://142.54.189.230:2215/7d15c544ce70426aa0f189ec81e6f7a4.ts
Astro Rania HD,p6p://142.54.189.230:2215/8c4460182f2f47d6a1b7c85af75edca4.ts
Astro Prima HD,p6p://142.54.189.230:2215/b8629b357df147a89c0830af8d8f9eb4.ts
Astro Oasis HD,p6p://142.54.189.230:2215/5356eb0852fb4c63871b1eecc7ecd81e.ts
Astro Cricket,p6p://142.54.189.230:2215/62df032eefbb45259e079136ab4eff3f.ts
Astro Citra HD,p6p://142.54.189.230:2215/149e165afebd4244bd7a2878570c1154.ts
Astro Ceria,p6p://142.54.189.230:2215/ebcd343d87524fe4814a38412bd295da.ts
Astro Awani,p6p://142.54.189.230:2215/e20d507605c84874aa080404481ad632.ts
Astro Aura HD,p6p://142.54.189.230:2215/d4500049c32743ea9be5cf0f292d5b6f.ts
Astro Arena,p6p://142.54.189.230:2215/9931b84a9bbf444caa1568ec881138a3.ts
Astro Arena 2,p6p://142.54.189.230:2215/cdf052577d4144ca8eba9dfc0e4bbf0b.ts
Astro AOD HD 311,p6p://142.54.189.230:2215/5eac827f02c14b7c89f1f98491762f24.ts
Astro AOD 354,p6p://142.54.189.230:2215/5b12a9e3505e486987f19a8911fc7131.ts
Astro AOD 352,p6p://142.54.189.230:2215/bf26e21228ff4da8978118cead6cb39f.ts
Astro AEC,p6p://142.54.189.230:2215/1db285f39ad540908c559d8ee521ba13.ts
Astro AEC(備),p6p://142.54.189.230:2215/c87f5b860c294779a349720673cdfa7f.ts
Adithya,p6p://142.54.189.230:2215/b48f6070672e470c89dc988d55a0b5f7.ts
ABO Movies Thangathirai HD,p6p://142.54.189.230:2215/a9ba9e67c74a40b79c134b3fa6b03ef5.ts
ABC Australia,p6p://142.54.189.230:2215/1debaf703db04a249c477eab76fa5639.ts
8TV,p6p://142.54.189.230:2215/28572ace6d3f4459b1d57f1f8f9c187e.ts
中天亞洲台,p6p://142.54.189.230:2215/55737798ce684afeb653b77e8d168e24.ts
天映頻道,p6p://142.54.189.230:2215/ec8e930c8d3b4574acdbd1eb184b140e.ts
天映經典,p6p://142.54.189.230:2215/1812cee1dbdf49f2b97f169ca7674e30.ts
翡翠台(華麗台),p6p://142.54.189.230:2215/327f3a32a1f14271a1ac756241626bf9.ts
愛奇藝,p6p://142.54.189.230:2215/9b3b1524efb2459da45d61df2c880499.ts
Zee Tamil,p6p://142.54.189.230:2215/bf3e6823bf4346cfbaac8c3de4196ca5.ts
TVS,p6p://142.54.189.230:2215/9b56c71dabd2419fb2b88a4485ca0372.ts
TVB娛樂新聞台,p6p://142.54.189.230:2215/f1724adf13d84b4392d2682041cbdcd7.ts
TVB星河(粵),p6p://142.54.189.230:2215/48f13a391b364329984472c4f94a8ae3.ts
TVB經典台,p6p://142.54.189.230:2215/eb178583d6f24dd0ae6911dea09bec75.ts
TVBS亞洲,p6p://142.54.189.230:2215/bb12430d7e784a228ec1fb6166716953.ts
TV9,p6p://142.54.189.230:2215/4d5f8a80510245e9aa14750606018db9.ts
TV3,p6p://142.54.189.230:2215/3f7e7fa9d87d4a0cb63561de1c55c1fa.ts
TV2,p6p://142.54.189.230:2215/66bcb1bc208a4124b8a24aa45d6a1408.ts
TV1,p6p://142.54.189.230:2215/9d8c843765be4a65a0a175f89a17dd3d.ts
TV Okey,p6p://142.54.189.230:2215/2274c4b7fabb44b288dedbcedad96401.ts
TA-DAA!,p6p://142.54.189.230:2215/3ea96e2b63ce46c9a7ba9313af54bbfa.ts
SUN TV,p6p://142.54.189.230:2215/c3fc6fb47cbd47d38ecaf30685072344.ts
Sun Music,p6p://142.54.189.230:2215/6fc47f9c0c074666bfd0dad4d54ec75f.ts
Star Vijay,p6p://142.54.189.230:2215/db0738ea44a54ca296af5f65274c8822.ts
SPOTV,p6p://142.54.189.230:2215/1a233ea435374eb6bcae7480fc8d1f1a.ts
Sky News,p6p://142.54.189.230:2215/34f34bbebc9f4ac0a4fefbff974ab489.ts
SHOWCASE MOVIES,p6p://142.54.189.230:2215/51c5ab70b99240e7808c035731af375c.ts
PrimeTime Channel,p6p://142.54.189.230:2215/95e911f43c45495fb1f1482bb8685871.ts
ONE,p6p://142.54.189.230:2215/1ee9c25b0d9c4c7ab5c47c9c7baaaf5c.ts
Oh!K,p6p://142.54.189.230:2215/5519284c2d354ab38308572f85060e2c.ts
NTV7,p6p://142.54.189.230:2215/b5a1316fda254f91b4648be80508a445.ts
Nickelodeon,p6p://142.54.189.230:2215/6da67785b1f546de891c7103493675d6.ts
Nick Jr.,p6p://142.54.189.230:2215/641567df7c2f4915b3acd4131a00cfe1.ts
KIX,p6p://142.54.189.230:2215/13f209fc5f94472f822262ffe86836ca.ts
KBS World,p6p://142.54.189.230:2215/cb060aa07b34498aa129a5d5b4a3543e.ts
France24,p6p://142.54.189.230:2215/7aff5092435240a991151ed2a51c1c60.ts
DW,p6p://142.54.189.230:2215/2af3ad390092467780c12c1bfb42066e.ts
Drama Sangat,p6p://142.54.189.230:2215/4cf922cd74624322af834d7dcc9b896b.ts
Colors Tamil,p6p://142.54.189.230:2215/31bfefc930094be395ab8a045fe8ea7e.ts
Colors Hindi,p6p://142.54.189.230:2215/0367038a9bd042689b413c6b29eb5b7a.ts
CNN,p6p://142.54.189.230:2215/d84ff27c6ab84dad9b0d8318d3ff3cf3.ts
CNBC,p6p://142.54.189.230:2215/ef542e86f0ab4a3f9fc36ccd2444843b.ts
Chutti TV,p6p://142.54.189.230:2215/e17d7e74f4c749ce8c829e0b276d61cd.ts
CGTN,p6p://142.54.189.230:2215/a5efdff445a7495cb330d4658651aa77.ts
Cartoon Network,p6p://142.54.189.230:2215/4a1654c263ff42b78bb0db40c99f6959.ts
Boomerang,p6p://142.54.189.230:2215/1bbea9a42e704b1db01c24f1273ddeb1.ts
BOO,p6p://142.54.189.230:2215/0c20dead5aec4141929b44ce5a1c24af.ts
BollyOne,p6p://142.54.189.230:2215/4223b889671148f780812c2cabfaab7a.ts
Bloomberg TV,p6p://142.54.189.230:2215/a71955b1244c42f1b3bb5affff1fa597.ts
BERNAMA,p6p://142.54.189.230:2215/d84adafd9a45491ca12b44fe0300667f.ts
Berita RTM,p6p://142.54.189.230:2215/ec6e72d46e4e4c4f9d407df3b2921445.ts
AXN亞洲,p6p://142.54.189.230:2215/8bdf87c57a8c4505b59f98defa58c7b1.ts
Awesome TV,p6p://142.54.189.230:2215/eb223cc0177c4c688c7e74662a25b3c3.ts

新加坡,#genre#
CNA,p6p://142.54.189.230:2215/1d0f8e0ddfc6480687c0df0f61dc60e3.ts
Mediacorp 5,p6p://142.54.189.230:2215/24a2313c7ead4b69ae2e5ffad4d6fd7c.ts
Mediacorp 8,p6p://142.54.189.230:2215/3b659e20404548739e053cb501061820.ts
Mediacorp U,p6p://142.54.189.230:2215/ff0a3d258cf049e3847b77501988b09b.ts
中天亞洲台,p6p://142.54.189.230:2215/55737798ce684afeb653b77e8d168e24.ts
衛視電影台,p6p://142.54.189.230:2215/092e45bd0df7424780ebdfd92a035f22.ts
東森亞洲衛視,p6p://142.54.189.230:2215/fd8e36cd3f7747678a06100832942277.ts
Vasantham,p6p://142.54.189.230:2215/2bfec9aa02264cc7959a9fa0ca7b45b1.ts
TVB星河(粵),p6p://142.54.189.230:2215/48f13a391b364329984472c4f94a8ae3.ts
TVBS亞洲,p6p://142.54.189.230:2215/bb12430d7e784a228ec1fb6166716953.ts
TV5Monde,p6p://142.54.189.230:2215/76cb81775c344ad7b47ef93a8d0b0b85.ts
Thrill,p6p://142.54.189.230:2215/c85409c11ff645e1b51acfb867888fb9.ts
Suria,p6p://142.54.189.230:2215/b7d9fdb77405485596f792dd012931da.ts
ONE,p6p://142.54.189.230:2215/1ee9c25b0d9c4c7ab5c47c9c7baaaf5c.ts
Oh!K,p6p://142.54.189.230:2215/5519284c2d354ab38308572f85060e2c.ts
Nickelodeon,p6p://142.54.189.230:2215/6da67785b1f546de891c7103493675d6.ts
Nick Jr.,p6p://142.54.189.230:2215/641567df7c2f4915b3acd4131a00cfe1.ts
NBA,p6p://142.54.189.230:2215/65c4f80fc6004242b20dff566aff654c.ts
KBS World,p6p://142.54.189.230:2215/cb060aa07b34498aa129a5d5b4a3543e.ts
Hub娛家,p6p://142.54.189.230:2215/fcc8c651b6c94794921bcbacd21166f1.ts
Hub都會台,p6p://142.54.189.230:2215/58d985ddadd449b086ec049a18ed2111.ts
HITS,p6p://142.54.189.230:2215/d8cd18d58ad44167ad4a628d3db87c3b.ts
HGTV居家樂活頻道,p6p://142.54.189.230:2215/d28337e3d269494e8cb2b5c1c8225d6a.ts
GEM,p6p://142.54.189.230:2215/15663811b5fd403b856021f95d7fdd5e.ts
Fox News,p6p://142.54.189.230:2215/b2b9f4c5ae6e4d70b4812963b77fd42d.ts
Euronews,p6p://142.54.189.230:2215/1e231fa159ae4988a7fc6e9f981f5541.ts
Colors Hindi,p6p://142.54.189.230:2215/0367038a9bd042689b413c6b29eb5b7a.ts
CNBC,p6p://142.54.189.230:2215/ef542e86f0ab4a3f9fc36ccd2444843b.ts
CGTN,p6p://142.54.189.230:2215/a5efdff445a7495cb330d4658651aa77.ts
Cartoon Network,p6p://142.54.189.230:2215/4a1654c263ff42b78bb0db40c99f6959.ts
Boomerang,p6p://142.54.189.230:2215/1bbea9a42e704b1db01c24f1273ddeb1.ts
Bloomberg TV,p6p://142.54.189.230:2215/a71955b1244c42f1b3bb5affff1fa597.ts
BBC World News,p6p://142.54.189.230:2215/ef973c261dba4d57a78c1fdda5438f9f.ts
AXN亞洲,p6p://142.54.189.230:2215/8bdf87c57a8c4505b59f98defa58c7b1.ts
Arirang,p6p://142.54.189.230:2215/183109c6304c445cb4033263f500744c.ts

日　本,#genre#
NHK-G综合,p6p://142.54.189.230:2215/9437529e8e284d4bbc7161262230c4f7.ts
NHK-E教育,p6p://142.54.189.230:2215/a6b6a9bad8564828b0deb6660c7fa1dc.ts
日本テレビ,p6p://142.54.189.230:2215/6e124f573fc04c22b21e6d57bc52a89e.ts
TBSテレビ,p6p://142.54.189.230:2215/8a917173556a4d9d9766233d57531a76.ts
テレビ東京,p6p://142.54.189.230:2215/3baa39491b654e29bb06c2df52e4a543.ts
フジテレビ,p6p://142.54.189.230:2215/f243f397b86d46e692f87e354021f004.ts
読売テレビ,p6p://142.54.189.230:2215/ff2bcea011b842ec8c37fbf470bc809d.ts
関西テレビ,p6p://142.54.189.230:2215/be20c1e3652748b1bfbbcd6e26b48bc2.ts
KBS京都,p6p://142.54.189.230:2215/5af0a0d0c1324735978ba783782ad8b7.ts
毎日放送,p6p://142.54.189.230:2215/f6d131703bee4bdb9ca6add49a9fe9fa.ts
