大陆央视,#genre#
八大戏剧,https://us.ran-ran.net/histar.php?id=gtv-41
八大娱乐,https://us.ran-ran.net/histar.php?id=gtv-86
八大综艺,https://us.ran-ran.net/histar.php?id=grt
采昌影剧台,https://us.ran-ran.net/histar.php?id=caichang
美亚电影台,https://us.ran-ran.net/histar.php?id=meiah-movies
猪哥亮歌厅秀,https://us.ran-ran.net/histar.php?id=zglgtx
民视综艺,https://us.ran-ran.net/histar.php?id=ftv-reality
民视影剧,https://us.ran-ran.net/histar.php?id=ftv-drama
三立都会台,https://us.ran-ran.net/histar.php?id=settv-city
三立戏剧台,https://us.ran-ran.net/histar.php?id=settv-drama
中视经典台,https://us.ran-ran.net/histar.php?id=ctv-classic
中天娱乐,https://us.ran-ran.net/histar.php?id=cti-yule
靖洋戏剧台,https://us.ran-ran.net/histar.php?id=jyxj
靖天映画,https://us.ran-ran.net/histar.php?id=jtyh
靖天电影台,https://us.ran-ran.net/histar.php?id=jtdy
靖天戏剧台,https://us.ran-ran.net/histar.php?id=jtxjt
韩国娱乐台 KMTV,https://us.ran-ran.net/histar.php?id=kmtv
公视戏剧,https://us.ran-ran.net/histar.php?id=gsxj
影迷数位纪实台,https://us.ran-ran.net/histar.php?id=ymswjst
影迷数字电影台,https://us.ran-ran.net/histar.php?id=fans-cinema
视纳华仁纪实频道,https://us.ran-ran.net/histar.php?id=cnex
MTV Live HD 频道,https://us.ran-ran.net/histar.php?id=mtv
ELTA 娱乐台,https://us.ran-ran.net/histar.php?id=elta-ylt
新马频道,#genre#
Channel 5,https://us.ran-ran.net/histar.php?id=channel-5
Channel 8,https://us.ran-ran.net/histar.php?id=channel8
Channel U,https://us.ran-ran.net/histar.php?id=channel-u
8TV,https://us.ran-ran.net/histar.php?id=8tv
TV9,https://us.ran-ran.net/histar.php?id=tv9
CM+,https://us.ran-ran.net/histar.php?id=cm-plus
E乐,https://us.ran-ran.net/histar.php?id=singtel-tv
TV1,https://us.ran-ran.net/histar.php?id=tv1-my
TV2,https://us.ran-ran.net/histar.php?id=tv2-my
TV3,https://us.ran-ran.net/histar.php?id=tv3-my
ChannelNewsAsia,https://us.ran-ran.net/histar.php?id=channelnewsasia
OKEY,https://us.ran-ran.net/histar.php?id=okey
TVB Magic,https://us.ran-ran.net/histar.php?id=tvb-magic
tvN Movies,https://us.ran-ran.net/histar.php?id=tvn-movies
AXN,https://us.ran-ran.net/histar.php?id=axn
TV Alhijrah,https://us.ran-ran.net/histar.php?id=tv-alhijrah
ColorsHindi,https://us.ran-ran.net/histar.php?id=colorshindi
TVS,https://us.ran-ran.net/histar.php?id=tvs
tvN,https://us.ran-ran.net/histar.php?id=tvn
BeritaRTM,https://us.ran-ran.net/histar.php?id=beritartm
SukanRTM,https://us.ran-ran.net/histar.php?id=sukanrtm
HITSMovies,https://us.ran-ran.net/histar.php?id=hitsmovies
ShowCase,https://us.ran-ran.net/histar.php?id=showcase
BBCEarth,https://us.ran-ran.net/histar.php?id=bbcearth
Mediacorp Suria,https://us.ran-ran.net/histar.php?id=mediacorp-suria
Mediacorp Vasantham,https://us.ran-ran.net/histar.php?id=mediacorp-vasantham
Gem,https://us.ran-ran.net/histar.php?id=gem
GlobalTrekker,https://us.ran-ran.net/histar.php?id=globaltrekker
DramaSangat,https://us.ran-ran.net/histar.php?id=dramasangat
SunTV,https://us.ran-ran.net/histar.php?id=suntv
SunMusic,https://us.ran-ran.net/histar.php?id=sunmusic
SunNews,https://us.ran-ran.net/histar.php?id=sunnews
AwesomeTV,https://us.ran-ran.net/histar.php?id=awesometv
DidikTV7,https://us.ran-ran.net/histar.php?id=didiktv7
Adithya,https://us.ran-ran.net/histar.php?id=adithya
KTVHD,https://us.ran-ran.net/histar.php?id=ktvhd
SunLife,https://us.ran-ran.net/histar.php?id=sunlife
StarVijay,https://us.ran-ran.net/histar.php?id=starvijay
ColorsTamil,https://us.ran-ran.net/histar.php?id=colorstamil
ZeeTamil,https://us.ran-ran.net/histar.php?id=zeetamil
ZeeCinemaHD,https://us.ran-ran.net/histar.php?id=zeecinemahd
Boo,https://us.ran-ran.net/histar.php?id=boo
MTVLive,https://us.ran-ran.net/histar.php?id=mtvlive
Bernama,https://us.ran-ran.net/histar.php?id=bernama
Moonbug,https://us.ran-ran.net/histar.php?id=moonbug
新加坡StarHub系列,#genre#
Hub都会,https://us.ran-ran.net/histar.php?id=HubECity
Hub娱家,https://us.ran-ran.net/histar.php?id=HubVVDrama
HubSports 1,https://us.ran-ran.net/histar.php?id=hubsports1
HubSports2,https://us.ran-ran.net/histar.php?id=hubsports2
HubSports3,https://us.ran-ran.net/histar.php?id=hubsports3
